candidate,office,district,party,county,precinct,absentee,early_voting,election_day,votes
Mike Braun,U.S. Senate,,R,Monroe,Richland 09,0,0,1,1
Lucy M Brenton,U.S. Senate,,L,Monroe,Richland 09,0,0,0,0
Christopher Fischer,U.S. Senate,,W,Monroe,Richland 09,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Richland 09,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Richland 09,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Richland 09,0,0,1,1
Connie Lawson,Secretary of State,,R,Monroe,Richland 09,0,0,1,1
Mark W. Rutherford,Secretary of State,,L,Monroe,Richland 09,0,0,0,0
George William Wolfe ,Secretary of State,,W,Monroe,Richland 09,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Richland 09,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Richland 09,0,0,1,1
Tera Klutz,Auditor of State,,R,Monroe,Richland 09,0,0,1,1
John Schick,Auditor of State,,L,Monroe,Richland 09,0,0,0,0
John C. Aguilera,Treasurer of State,,D,Monroe,Richland 09,0,0,2,2
Kelly Mitchell,Treasurer of State,,R,Monroe,Richland 09,0,0,0,0
Liz Watson,U.S. House,9,D,Monroe,Richland 09,0,0,2,2
Trey Hollingsworth,U.S. House,9,R,Monroe,Richland 09,0,0,0,0
George William Wolfe ,US House,9,W,Monroe,Richland 09,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Richland 09,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Richland 09,0,0,1,1
Bob Heaton,State Representative,46,R,Monroe,Richland 09,0,0,1,1
,Ballots Cast,,,Monroe,Salt Creek,,,,870
,Straight Party,,D,Monroe,Salt Creek,129,0,100,229
,Straight Party,,R,Monroe,Salt Creek,70,0,96,166
,Straight Party,,L,Monroe,Salt Creek,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Salt Creek,317,0,228,545
Mike Braun,U.S. Senate,,R,Monroe,Salt Creek,113,0,173,286
Lucy M Brenton,U.S. Senate,,L,Monroe,Salt Creek,16,0,15,31
Christopher Fischer,U.S. Senate,,W,Monroe,Salt Creek,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Salt Creek,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Salt Creek,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Salt Creek,306,0,194,500
Connie Lawson,Secretary of State,,R,Monroe,Salt Creek,129,0,194,323
Mark W. Rutherford,Secretary of State,,L,Monroe,Salt Creek,10,0,23,33
George William Wolfe ,Secretary of State,,W,Monroe,Salt Creek,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Salt Creek,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Salt Creek,301,0,199,500
Tera Klutz,Auditor of State,,R,Monroe,Salt Creek,130,0,188,318
John Schick,Auditor of State,,L,Monroe,Salt Creek,6,0,21,27
John C. Aguilera,Treasurer of State,,D,Monroe,Salt Creek,307,0,209,516
Kelly Mitchell,Treasurer of State,,R,Monroe,Salt Creek,132,0,197,329
Liz Watson,U.S. House,9,D,Monroe,Salt Creek,330,0,237,567
Trey Hollingsworth,U.S. House,9,R,Monroe,Salt Creek,117,0,178,295
George William Wolfe ,US House,9,W,Monroe,Salt Creek,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Salt Creek,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Salt Creek,312,0,217,529
Peggy Mayfield,State Representative,60,R,Monroe,Salt Creek,131,0,195,326
,Ballots Cast,,,Monroe,Van Buren 01,,,,1072
,Straight Party,,D,Monroe,Van Buren 01,132,0,92,224
,Straight Party,,R,Monroe,Van Buren 01,104,0,115,219
,Straight Party,,L,Monroe,Van Buren 01,0,0,2,2
Joe Donnelly,U.S. Senate,,D,Monroe,Van Buren 01,294,0,314,608
Mike Braun,U.S. Senate,,R,Monroe,Van Buren 01,173,0,236,409
Lucy M Brenton,U.S. Senate,,L,Monroe,Van Buren 01,11,0,41,52
Christopher Fischer,U.S. Senate,,W,Monroe,Van Buren 01,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Van Buren 01,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Van Buren 01,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Van Buren 01,270,0,259,529
Connie Lawson,Secretary of State,,R,Monroe,Van Buren 01,191,0,286,477
Mark W. Rutherford,Secretary of State,,L,Monroe,Van Buren 01,11,0,43,54
George William Wolfe ,Secretary of State,,W,Monroe,Van Buren 01,1,0,0,1
Jeremy Heath ,Secretary of State,,W,Monroe,Van Buren 01,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Van Buren 01,264,0,264,528
Tera Klutz,Auditor of State,,R,Monroe,Van Buren 01,192,0,281,473
John Schick,Auditor of State,,L,Monroe,Van Buren 01,14,0,36,50
John C. Aguilera,Treasurer of State,,D,Monroe,Van Buren 01,265,0,266,531
Kelly Mitchell,Treasurer of State,,R,Monroe,Van Buren 01,205,0,308,513
Liz Watson,U.S. House,9,D,Monroe,Van Buren 01,305,0,325,630
Trey Hollingsworth,U.S. House,9,R,Monroe,Van Buren 01,173,0,259,432
George William Wolfe ,US House,9,W,Monroe,Van Buren 01,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Van Buren 01,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Van Buren 01,281,0,303,584
Jeff Ellington,State Representative,62,R,Monroe,Van Buren 01,195,0,282,477
,Ballots Cast,,,Monroe,Van Buren 02,,,,415
,Straight Party,,D,Monroe,Van Buren 02,54,0,47,101
,Straight Party,,R,Monroe,Van Buren 02,23,0,64,87
,Straight Party,,L,Monroe,Van Buren 02,1,0,1,2
Joe Donnelly,U.S. Senate,,D,Monroe,Van Buren 02,98,0,122,220
Mike Braun,U.S. Senate,,R,Monroe,Van Buren 02,41,0,126,167
Lucy M Brenton,U.S. Senate,,L,Monroe,Van Buren 02,7,0,15,22
Christopher Fischer,U.S. Senate,,W,Monroe,Van Buren 02,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Van Buren 02,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Van Buren 02,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Van Buren 02,98,0,113,211
Connie Lawson,Secretary of State,,R,Monroe,Van Buren 02,45,0,127,172
Mark W. Rutherford,Secretary of State,,L,Monroe,Van Buren 02,3,0,20,23
George William Wolfe ,Secretary of State,,W,Monroe,Van Buren 02,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Van Buren 02,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Van Buren 02,94,0,121,215
Tera Klutz,Auditor of State,,R,Monroe,Van Buren 02,48,0,122,170
John Schick,Auditor of State,,L,Monroe,Van Buren 02,4,0,16,20
John C. Aguilera,Treasurer of State,,D,Monroe,Van Buren 02,101,0,122,223
Kelly Mitchell,Treasurer of State,,R,Monroe,Van Buren 02,40,0,137,177
Liz Watson,U.S. House,9,D,Monroe,Van Buren 02,107,0,139,246
Trey Hollingsworth,U.S. House,9,R,Monroe,Van Buren 02,40,0,126,166
George William Wolfe ,US House,9,W,Monroe,Van Buren 02,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Van Buren 02,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Van Buren 02,101,0,131,232
Jeff Ellington,State Representative,62,R,Monroe,Van Buren 02,45,0,128,173
,Ballots Cast,,,Monroe,Van Buren 03,,,,745
,Straight Party,,D,Monroe,Van Buren 03,100,0,67,167
,Straight Party,,R,Monroe,Van Buren 03,68,0,73,141
,Straight Party,,L,Monroe,Van Buren 03,1,0,2,3
Joe Donnelly,U.S. Senate,,D,Monroe,Van Buren 03,214,0,202,416
Mike Braun,U.S. Senate,,R,Monroe,Van Buren 03,110,0,169,279
Lucy M Brenton,U.S. Senate,,L,Monroe,Van Buren 03,19,0,26,45
Christopher Fischer,U.S. Senate,,W,Monroe,Van Buren 03,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Van Buren 03,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Van Buren 03,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Van Buren 03,214,0,180,394
Connie Lawson,Secretary of State,,R,Monroe,Van Buren 03,116,0,190,306
Mark W. Rutherford,Secretary of State,,L,Monroe,Van Buren 03,10,0,27,37
George William Wolfe ,Secretary of State,,W,Monroe,Van Buren 03,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Van Buren 03,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Van Buren 03,216,0,169,385
Tera Klutz,Auditor of State,,R,Monroe,Van Buren 03,116,0,189,305
John Schick,Auditor of State,,L,Monroe,Van Buren 03,9,0,37,46
John C. Aguilera,Treasurer of State,,D,Monroe,Van Buren 03,211,0,187,398
Kelly Mitchell,Treasurer of State,,R,Monroe,Van Buren 03,127,0,203,330
Liz Watson,U.S. House,9,D,Monroe,Van Buren 03,239,0,217,456
Trey Hollingsworth,U.S. House,9,R,Monroe,Van Buren 03,106,0,175,281
George William Wolfe ,US House,9,W,Monroe,Van Buren 03,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Van Buren 03,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Van Buren 03,233,0,201,434
Jeff Ellington,State Representative,62,R,Monroe,Van Buren 03,112,0,195,307
,Ballots Cast,,,Monroe,Van Buren 04,,,,768
,Straight Party,,D,Monroe,Van Buren 04,61,0,36,97
,Straight Party,,R,Monroe,Van Buren 04,92,0,134,226
,Straight Party,,L,Monroe,Van Buren 04,1,0,2,3
Joe Donnelly,U.S. Senate,,D,Monroe,Van Buren 04,149,0,128,277
Mike Braun,U.S. Senate,,R,Monroe,Van Buren 04,185,0,267,452
Lucy M Brenton,U.S. Senate,,L,Monroe,Van Buren 04,15,0,17,32
Christopher Fischer,U.S. Senate,,W,Monroe,Van Buren 04,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Van Buren 04,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Van Buren 04,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Van Buren 04,142,0,105,247
Connie Lawson,Secretary of State,,R,Monroe,Van Buren 04,204,0,290,494
Mark W. Rutherford,Secretary of State,,L,Monroe,Van Buren 04,4,0,16,20
George William Wolfe ,Secretary of State,,W,Monroe,Van Buren 04,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Van Buren 04,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Van Buren 04,136,0,111,247
Tera Klutz,Auditor of State,,R,Monroe,Van Buren 04,205,0,277,482
John Schick,Auditor of State,,L,Monroe,Van Buren 04,8,0,21,29
John C. Aguilera,Treasurer of State,,D,Monroe,Van Buren 04,142,0,113,255
Kelly Mitchell,Treasurer of State,,R,Monroe,Van Buren 04,206,0,296,502
Liz Watson,U.S. House,9,D,Monroe,Van Buren 04,171,0,146,317
Trey Hollingsworth,U.S. House,9,R,Monroe,Van Buren 04,176,0,263,439
George William Wolfe ,US House,9,W,Monroe,Van Buren 04,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Van Buren 04,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Van Buren 04,157,0,131,288
Jeff Ellington,State Representative,62,R,Monroe,Van Buren 04,192,0,279,471
,Ballots Cast,,,Monroe,Van Buren 05,,,,685
,Straight Party,,D,Monroe,Van Buren 05,58,0,42,100
,Straight Party,,R,Monroe,Van Buren 05,83,0,105,188
,Straight Party,,L,Monroe,Van Buren 05,1,0,0,1
Joe Donnelly,U.S. Senate,,D,Monroe,Van Buren 05,162,0,147,309
Mike Braun,U.S. Senate,,R,Monroe,Van Buren 05,139,0,204,343
Lucy M Brenton,U.S. Senate,,L,Monroe,Van Buren 05,9,0,16,25
Christopher Fischer,U.S. Senate,,W,Monroe,Van Buren 05,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Van Buren 05,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Van Buren 05,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Van Buren 05,137,0,115,252
Connie Lawson,Secretary of State,,R,Monroe,Van Buren 05,163,0,233,396
Mark W. Rutherford,Secretary of State,,L,Monroe,Van Buren 05,9,0,11,20
George William Wolfe ,Secretary of State,,W,Monroe,Van Buren 05,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Van Buren 05,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Van Buren 05,131,0,113,244
Tera Klutz,Auditor of State,,R,Monroe,Van Buren 05,166,0,228,394
John Schick,Auditor of State,,L,Monroe,Van Buren 05,8,0,15,23
John C. Aguilera,Treasurer of State,,D,Monroe,Van Buren 05,140,0,119,259
Kelly Mitchell,Treasurer of State,,R,Monroe,Van Buren 05,165,0,237,402
Liz Watson,U.S. House,9,D,Monroe,Van Buren 05,159,0,145,304
Trey Hollingsworth,U.S. House,9,R,Monroe,Van Buren 05,150,0,221,371
George William Wolfe ,US House,9,W,Monroe,Van Buren 05,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Van Buren 05,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Van Buren 05,152,0,131,283
Jeff Ellington,State Representative,62,R,Monroe,Van Buren 05,157,0,232,389
,Ballots Cast,,,Monroe,Van Buren 06,,,,783
,Straight Party,,D,Monroe,Van Buren 06,94,0,63,157
,Straight Party,,R,Monroe,Van Buren 06,93,0,84,177
,Straight Party,,L,Monroe,Van Buren 06,1,0,1,2
Joe Donnelly,U.S. Senate,,D,Monroe,Van Buren 06,206,0,205,411
Mike Braun,U.S. Senate,,R,Monroe,Van Buren 06,139,0,178,317
Lucy M Brenton,U.S. Senate,,L,Monroe,Van Buren 06,19,0,26,45
Christopher Fischer,U.S. Senate,,W,Monroe,Van Buren 06,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Van Buren 06,0,0,1,1
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Van Buren 06,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Van Buren 06,198,0,184,382
Connie Lawson,Secretary of State,,R,Monroe,Van Buren 06,155,0,209,364
Mark W. Rutherford,Secretary of State,,L,Monroe,Van Buren 06,10,0,11,21
George William Wolfe ,Secretary of State,,W,Monroe,Van Buren 06,0,0,1,1
Jeremy Heath ,Secretary of State,,W,Monroe,Van Buren 06,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Van Buren 06,190,0,179,369
Tera Klutz,Auditor of State,,R,Monroe,Van Buren 06,160,0,200,360
John Schick,Auditor of State,,L,Monroe,Van Buren 06,14,0,18,32
John C. Aguilera,Treasurer of State,,D,Monroe,Van Buren 06,195,0,182,377
Kelly Mitchell,Treasurer of State,,R,Monroe,Van Buren 06,163,0,211,374
Liz Watson,U.S. House,9,D,Monroe,Van Buren 06,219,0,222,441
Trey Hollingsworth,U.S. House,9,R,Monroe,Van Buren 06,143,0,187,330
George William Wolfe ,US House,9,W,Monroe,Van Buren 06,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Van Buren 06,0,0,0,0
Amy Swain,State Representative,62,D,Monroe,Van Buren 06,210,0,206,416
Jeff Ellington,State Representative,62,R,Monroe,Van Buren 06,148,0,203,351
,Ballots Cast,,,Monroe,Washington,,,,973
,Straight Party,,D,Monroe,Washington,100,0,66,166
,Straight Party,,R,Monroe,Washington,87,0,149,236
,Straight Party,,L,Monroe,Washington,3,0,0,3
Joe Donnelly,U.S. Senate,,D,Monroe,Washington,225,0,224,449
Mike Braun,U.S. Senate,,R,Monroe,Washington,153,0,328,481
Lucy M Brenton,U.S. Senate,,L,Monroe,Washington,11,0,21,32
Christopher Fischer,U.S. Senate,,W,Monroe,Washington,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Washington,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Washington,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Washington,216,0,194,410
Connie Lawson,Secretary of State,,R,Monroe,Washington,167,0,344,511
Mark W. Rutherford,Secretary of State,,L,Monroe,Washington,7,0,22,29
George William Wolfe ,Secretary of State,,W,Monroe,Washington,0,0,0,0
Jeremy Heath ,Secretary of State,,W,Monroe,Washington,0,0,0,0
Joselyn Whitticker,Auditor of State,,D,Monroe,Washington,217,0,194,411
Tera Klutz,Auditor of State,,R,Monroe,Washington,159,0,340,499
John Schick,Auditor of State,,L,Monroe,Washington,11,0,22,33
John C. Aguilera,Treasurer of State,,D,Monroe,Washington,222,0,201,423
Kelly Mitchell,Treasurer of State,,R,Monroe,Washington,163,0,355,518
Liz Watson,U.S. House,9,D,Monroe,Washington,240,0,238,478
Trey Hollingsworth,U.S. House,9,R,Monroe,Washington,146,0,329,475
George William Wolfe ,US House,9,W,Monroe,Washington,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Washington,0,0,0,0
Penny Githens,State Representative,60,D,Monroe,Washington,226,0,209,435
Peggy Mayfield,State Representative,60,R,Monroe,Washington,161,0,355,516
,Ballots Cast,,,Monroe,Bloom FED 020,,,,162
,Straight Party,,D,Monroe,Bloom FED 020,90,0,0,90
,Straight Party,,R,Monroe,Bloom FED 020,5,0,0,5
,Straight Party,,L,Monroe,Bloom FED 020,0,0,0,0
Joe Donnelly,U.S. Senate,,D,Monroe,Bloom FED 020,155,0,0,155
Mike Braun,U.S. Senate,,R,Monroe,Bloom FED 020,7,0,0,7
Lucy M Brenton,U.S. Senate,,L,Monroe,Bloom FED 020,0,0,0,0
Christopher Fischer,U.S. Senate,,W,Monroe,Bloom FED 020,0,0,0,0
Nathan Altman,U.S. Senate,,W,Monroe,Bloom FED 020,0,0,0,0
James L Johnson Jr. ,U.S. Senate,,W,Monroe,Bloom FED 020,0,0,0,0
Jim Harper,Secretary of State,,D,Monroe,Bloom FED 020,,,,
Connie Lawson,Secretary of State,,R,Monroe,Bloom FED 020,,,,
Mark W. Rutherford,Secretary of State,,L,Monroe,Bloom FED 020,,,,
George William Wolfe ,Secretary of State,,W,Monroe,Bloom FED 020,,,,
Jeremy Heath ,Secretary of State,,W,Monroe,Bloom FED 020,,,,
Joselyn Whitticker,Auditor of State,,D,Monroe,Bloom FED 020,,,,
Tera Klutz,Auditor of State,,R,Monroe,Bloom FED 020,,,,
John Schick,Auditor of State,,L,Monroe,Bloom FED 020,,,,
John C. Aguilera,Treasurer of State,,D,Monroe,Bloom FED 020,,,,
Kelly Mitchell,Treasurer of State,,R,Monroe,Bloom FED 020,,,,
Liz Watson,U.S. House,9,D,Monroe,Bloom FED 020,153,0,0,153
Trey Hollingsworth,U.S. House,9,R,Monroe,Bloom FED 020,8,0,0,8
George William Wolfe ,US House,9,W,Monroe,Bloom FED 020,0,0,0,0
Jeremy Heath ,US House,9,W,Monroe,Bloom FED 020,0,0,0,0
E Thomasina Marsili,State Representative,46,D,Monroe,Bloom FED 020,,,,
Bob Heaton,State Representative,46,R,Monroe,Bloom FED 020,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
