county,precinct,office,district,party,candidate,election_day,absentee,early_voting,provisional,votes
Floyd,NEW ALBANY 39,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 39,State Senate,46,R,Ron Grooms,236,13,181,0,430
Floyd,NEW ALBANY 39,State Senate,46,D,Anna Murray,78,20,85,0,183
Floyd,NEW ALBANY 39,State Representative,72,R,Edward D (ED) Clere,232,13,179,0,424
Floyd,NEW ALBANY 39,State Representative,72,D,Sam Charbonne Au,79,20,84,0,183
Floyd,NEW ALBANY 40,Registered Voters,,,,,,,,3416
Floyd,NEW ALBANY 40,Ballots Cast,,,,223,38,223,0,484
Floyd,NEW ALBANY 40,Straight Party,,R,,63,8,62,0,133
Floyd,NEW ALBANY 40,Straight Party,,D,,58,20,56,0,134
Floyd,NEW ALBANY 40,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 40,U.S. Senate,,R,Mike Braun,104,10,109,0,223
Floyd,NEW ALBANY 40,U.S. Senate,,D,Joe Donnelly,102,26,106,0,234
Floyd,NEW ALBANY 40,U.S. Senate,,L,Lucy M Brenton,14,0,7,0,21
Floyd,NEW ALBANY 40,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 40,Secretary of State,,R,Connie Lawson,104,10,106,0,220
Floyd,NEW ALBANY 40,Secretary of State,,D,Jim Harper,98,24,106,0,228
Floyd,NEW ALBANY 40,Secretary of State,,L,Mark W. Rutherford,10,1,7,0,18
Floyd,NEW ALBANY 40,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 40,Auditor of State,,R,Tera Klutz,106,10,106,0,222
Floyd,NEW ALBANY 40,Auditor of State,,D,Joselyn Whitticker,93,25,107,0,225
Floyd,NEW ALBANY 40,Auditor of State,,L,John Schick,9,0,6,0,15
Floyd,NEW ALBANY 40,Treasurer of State,,R,Kelly Mitchell,114,9,114,0,237
Floyd,NEW ALBANY 40,Treasurer of State,,D,John C. Aguilera,97,25,105,0,227
Floyd,NEW ALBANY 40,U.S. House,9,R,Trey Hollingsworth,111,9,107,0,227
Floyd,NEW ALBANY 40,U.S. House,9,D,Liz Watson,103,26,110,0,239
Floyd,NEW ALBANY 40,U.S. House,9,,Write In,1,0,1,0,2
Floyd,NEW ALBANY 40,State Senate,46,R,Ron Grooms,106,11,108,0,225
Floyd,NEW ALBANY 40,State Senate,46,D,Anna Murray,106,24,109,0,239
Floyd,NEW ALBANY 40,State Representative,72,R,Edward D (ED) Clere,121,13,115,0,249
Floyd,NEW ALBANY 40,State Representative,72,D,Sam Charbonne Au,93,24,103,0,220
Floyd,NEW ALBANY 41,Registered Voters,,,,,,,,5172
Floyd,NEW ALBANY 41,Ballots Cast,,,,319,60,242,0,621
Floyd,NEW ALBANY 41,Straight Party,,R,,113,16,91,0,220
Floyd,NEW ALBANY 41,Straight Party,,D,,82,20,58,0,160
Floyd,NEW ALBANY 41,Straight Party,,L,,2,0,0,0,2
Floyd,NEW ALBANY 41,U.S. Senate,,R,Mike Braun,165,20,129,0,314
Floyd,NEW ALBANY 41,U.S. Senate,,D,Joe Donnelly,139,36,102,0,277
Floyd,NEW ALBANY 41,U.S. Senate,,L,Lucy M Brenton,12,2,7,0,21
Floyd,NEW ALBANY 41,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 41,Secretary of State,,R,Connie Lawson,166,27,135,0,328
Floyd,NEW ALBANY 41,Secretary of State,,D,Jim Harper,135,31,101,0,267
Floyd,NEW ALBANY 41,Secretary of State,,L,Mark W. Rutherford,12,1,1,0,14
Floyd,NEW ALBANY 41,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 41,Auditor of State,,R,Tera Klutz,168,22,137,0,327
Floyd,NEW ALBANY 41,Auditor of State,,D,Joselyn Whitticker,134,36,96,0,266
Floyd,NEW ALBANY 41,Auditor of State,,L,John Schick,9,0,1,0,10
Floyd,NEW ALBANY 41,Treasurer of State,,R,Kelly Mitchell,170,24,139,0,333
Floyd,NEW ALBANY 41,Treasurer of State,,D,John C. Aguilera,143,33,96,0,272
Floyd,NEW ALBANY 41,U.S. House,9,R,Trey Hollingsworth,170,21,135,0,326
Floyd,NEW ALBANY 41,U.S. House,9,D,Liz Watson,149,38,104,0,291
Floyd,NEW ALBANY 41,U.S. House,9,,Write In,0,0,1,0,1
Floyd,NEW ALBANY 41,State Senate,46,R,Ron Grooms,177,26,143,0,346
Floyd,NEW ALBANY 41,State Senate,46,D,Anna Murray,140,34,96,0,270
Floyd,NEW ALBANY 41,State Representative,72,R,Edward D (ED) Clere,171,27,138,0,336
Floyd,NEW ALBANY 41,State Representative,72,D,Sam Charbonne Au,144,33,99,0,276
Floyd,NEW ALBANY 42,Registered Voters,,,,,,,,3392
Floyd,NEW ALBANY 42,Ballots Cast,,,,179,35,283,0,497
Floyd,NEW ALBANY 42,Straight Party,,R,,45,6,81,0,132
Floyd,NEW ALBANY 42,Straight Party,,D,,44,13,58,0,115
Floyd,NEW ALBANY 42,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 42,U.S. Senate,,R,Mike Braun,86,8,151,0,245
Floyd,NEW ALBANY 42,U.S. Senate,,D,Joe Donnelly,88,24,119,0,231
Floyd,NEW ALBANY 42,U.S. Senate,,L,Lucy M Brenton,5,0,10,0,15
Floyd,NEW ALBANY 42,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 42,Secretary of State,,R,Connie Lawson,83,8,157,0,248
Floyd,NEW ALBANY 42,Secretary of State,,D,Jim Harper,84,26,112,0,222
Floyd,NEW ALBANY 42,Secretary of State,,L,Mark W. Rutherford,6,0,8,0,14
Floyd,NEW ALBANY 42,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 42,Auditor of State,,R,Tera Klutz,89,8,155,0,252
Floyd,NEW ALBANY 42,Auditor of State,,D,Joselyn Whitticker,75,25,115,0,215
Floyd,NEW ALBANY 42,Auditor of State,,L,John Schick,6,0,6,0,12
Floyd,NEW ALBANY 42,Treasurer of State,,R,Kelly Mitchell,91,9,158,0,258
Floyd,NEW ALBANY 42,Treasurer of State,,D,John C. Aguilera,81,24,115,0,220
Floyd,NEW ALBANY 42,U.S. House,9,R,Trey Hollingsworth,91,8,160,0,259
Floyd,NEW ALBANY 42,U.S. House,9,D,Liz Watson,87,26,121,0,234
Floyd,NEW ALBANY 42,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 42,State Senate,46,R,Ron Grooms,86,12,168,0,266
Floyd,NEW ALBANY 42,State Senate,46,D,Anna Murray,89,21,112,0,222
Floyd,NEW ALBANY 42,State Representative,72,R,Edward D (ED) Clere,90,11,170,0,271
Floyd,NEW ALBANY 42,State Representative,72,D,Sam Charbonne Au,88,23,110,0,221
Floyd,NEW ALBANY 43,Registered Voters,,,,,,,,2112
Floyd,NEW ALBANY 43,Ballots Cast,,,,184,21,151,0,356
Floyd,NEW ALBANY 43,Straight Party,,R,,30,3,30,0,63
Floyd,NEW ALBANY 43,Straight Party,,D,,50,5,46,0,101
Floyd,NEW ALBANY 43,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 43,U.S. Senate,,R,Mike Braun,77,8,63,0,148
Floyd,NEW ALBANY 43,U.S. Senate,,D,Joe Donnelly,99,12,80,0,191
Floyd,NEW ALBANY 43,U.S. Senate,,L,Lucy M Brenton,7,0,7,0,14
Floyd,NEW ALBANY 43,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 43,Secretary of State,,R,Connie Lawson,80,9,75,0,164
Floyd,NEW ALBANY 43,Secretary of State,,D,Jim Harper,92,11,71,0,174
Floyd,NEW ALBANY 43,Secretary of State,,L,Mark W. Rutherford,4,0,3,0,7
Floyd,NEW ALBANY 43,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 43,Auditor of State,,R,Tera Klutz,73,9,68,0,150
Floyd,NEW ALBANY 43,Auditor of State,,D,Joselyn Whitticker,94,9,77,0,180
Floyd,NEW ALBANY 43,Auditor of State,,L,John Schick,6,2,3,0,11
Floyd,NEW ALBANY 43,Treasurer of State,,R,Kelly Mitchell,83,10,74,0,167
Floyd,NEW ALBANY 43,Treasurer of State,,D,John C. Aguilera,93,10,74,0,177
Floyd,NEW ALBANY 43,U.S. House,9,R,Trey Hollingsworth,81,8,70,0,159
Floyd,NEW ALBANY 43,U.S. House,9,D,Liz Watson,100,13,80,0,193
Floyd,NEW ALBANY 43,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 43,State Senate,46,R,Ron Grooms,80,11,71,0,162
Floyd,NEW ALBANY 43,State Senate,46,D,Anna Murray,98,10,78,0,186
Floyd,NEW ALBANY 43,State Representative,72,R,Edward D (ED) Clere,81,8,74,0,163
Floyd,NEW ALBANY 43,State Representative,72,D,Sam Charbonne Au,100,13,76,0,189
Floyd,NEW ALBANY 44,Registered Voters,,,,,,,,4204
Floyd,NEW ALBANY 44,Ballots Cast,,,,367,34,228,1,630
Floyd,NEW ALBANY 44,Straight Party,,R,,94,3,43,0,140
Floyd,NEW ALBANY 44,Straight Party,,D,,66,15,51,0,132
Floyd,NEW ALBANY 44,Straight Party,,L,,3,0,0,0,3
Floyd,NEW ALBANY 44,U.S. Senate,,R,Mike Braun,196,8,89,0,293
Floyd,NEW ALBANY 44,U.S. Senate,,D,Joe Donnelly,150,23,127,0,300
Floyd,NEW ALBANY 44,U.S. Senate,,L,Lucy M Brenton,16,3,11,0,30
Floyd,NEW ALBANY 44,U.S. Senate,,,Write In,1,0,0,0,1
Floyd,NEW ALBANY 44,Secretary of State,,R,Connie Lawson,204,10,92,1,307
Floyd,NEW ALBANY 44,Secretary of State,,D,Jim Harper,132,23,121,0,276
Floyd,NEW ALBANY 44,Secretary of State,,L,Mark W. Rutherford,20,1,5,0,26
Floyd,NEW ALBANY 44,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 44,Auditor of State,,R,Tera Klutz,206,10,91,0,307
Floyd,NEW ALBANY 44,Auditor of State,,D,Joselyn Whitticker,132,23,116,0,271
Floyd,NEW ALBANY 44,Auditor of State,,L,John Schick,14,0,9,0,23
Floyd,NEW ALBANY 44,Treasurer of State,,R,Kelly Mitchell,211,10,100,1,322
Floyd,NEW ALBANY 44,Treasurer of State,,D,John C. Aguilera,137,24,114,0,275
Floyd,NEW ALBANY 44,U.S. House,9,R,Trey Hollingsworth,213,9,98,1,321
Floyd,NEW ALBANY 44,U.S. House,9,D,Liz Watson,152,25,128,0,305
Floyd,NEW ALBANY 44,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 44,State Senate,46,R,Ron Grooms,219,13,112,1,345
Floyd,NEW ALBANY 44,State Senate,46,D,Anna Murray,141,21,113,0,275
Floyd,NEW ALBANY 44,State Representative,72,R,Edward D (ED) Clere,211,12,100,1,324
Floyd,NEW ALBANY 44,State Representative,72,D,Sam Charbonne Au,152,22,126,0,300
Floyd,NEW ALBANY 45,Registered Voters,,,,,,,,2004
Floyd,NEW ALBANY 45,Ballots Cast,,,,153,13,127,0,293
Floyd,NEW ALBANY 45,Straight Party,,R,,56,0,47,0,103
Floyd,NEW ALBANY 45,Straight Party,,D,,25,3,30,0,58
Floyd,NEW ALBANY 45,Straight Party,,L,,1,0,0,0,1
Floyd,NEW ALBANY 45,U.S. Senate,,R,Mike Braun,88,4,64,0,156
Floyd,NEW ALBANY 45,U.S. Senate,,D,Joe Donnelly,58,9,58,0,125
Floyd,NEW ALBANY 45,U.S. Senate,,L,Lucy M Brenton,6,0,4,0,10
Floyd,NEW ALBANY 45,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 45,Secretary of State,,R,Connie Lawson,95,7,70,0,172
Floyd,NEW ALBANY 45,Secretary of State,,D,Jim Harper,47,6,54,0,107
Floyd,NEW ALBANY 45,Secretary of State,,L,Mark W. Rutherford,6,0,1,0,7
Floyd,NEW ALBANY 45,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 45,Auditor of State,,R,Tera Klutz,94,6,65,0,165
Floyd,NEW ALBANY 45,Auditor of State,,D,Joselyn Whitticker,51,7,58,0,116
Floyd,NEW ALBANY 45,Auditor of State,,L,John Schick,3,0,2,0,5
Floyd,NEW ALBANY 45,Treasurer of State,,R,Kelly Mitchell,99,5,72,0,176
Floyd,NEW ALBANY 45,Treasurer of State,,D,John C. Aguilera,48,8,53,0,109
Floyd,NEW ALBANY 45,U.S. House,9,R,Trey Hollingsworth,96,5,67,0,168
Floyd,NEW ALBANY 45,U.S. House,9,D,Liz Watson,55,8,60,0,123
Floyd,NEW ALBANY 45,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 45,State Senate,46,R,Ron Grooms,101,7,69,0,177
Floyd,NEW ALBANY 45,State Senate,46,D,Anna Murray,50,6,58,0,114
Floyd,NEW ALBANY 45,State Representative,72,R,Edward D (ED) Clere,102,8,80,0,190
Floyd,NEW ALBANY 45,State Representative,72,D,Sam Charbonne Au,50,4,47,0,101
Floyd,NEW ALBANY 46,Registered Voters,,,,,,,,1848
Floyd,NEW ALBANY 46,Ballots Cast,,,,179,14,134,1,328
Floyd,NEW ALBANY 46,Straight Party,,R,,63,9,51,1,124
Floyd,NEW ALBANY 46,Straight Party,,D,,27,3,22,0,52
Floyd,NEW ALBANY 46,Straight Party,,L,,0,0,0,0,0
Floyd,NEW ALBANY 46,U.S. Senate,,R,Mike Braun,111,10,89,1,211
Floyd,NEW ALBANY 46,U.S. Senate,,D,Joe Donnelly,58,4,44,0,106
Floyd,NEW ALBANY 46,U.S. Senate,,L,Lucy M Brenton,3,0,1,0,4
Floyd,NEW ALBANY 46,U.S. Senate,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 46,Secretary of State,,R,Connie Lawson,117,10,92,1,220
Floyd,NEW ALBANY 46,Secretary of State,,D,Jim Harper,52,4,41,0,97
Floyd,NEW ALBANY 46,Secretary of State,,L,Mark W. Rutherford,4,0,1,0,5
Floyd,NEW ALBANY 46,Secretary of State,,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 46,Auditor of State,,R,Tera Klutz,118,10,92,1,221
Floyd,NEW ALBANY 46,Auditor of State,,D,Joselyn Whitticker,47,4,40,0,91
Floyd,NEW ALBANY 46,Auditor of State,,L,John Schick,4,0,1,0,5
Floyd,NEW ALBANY 46,Treasurer of State,,R,Kelly Mitchell,124,10,95,1,230
Floyd,NEW ALBANY 46,Treasurer of State,,D,John C. Aguilera,46,4,39,0,89
Floyd,NEW ALBANY 46,U.S. House,9,R,Trey Hollingsworth,120,10,94,1,225
Floyd,NEW ALBANY 46,U.S. House,9,D,Liz Watson,57,4,40,0,101
Floyd,NEW ALBANY 46,U.S. House,9,,Write In,0,0,0,0,0
Floyd,NEW ALBANY 46,State Senate,46,R,Ron Grooms,123,10,95,1,229
Floyd,NEW ALBANY 46,State Senate,46,D,Anna Murray,52,4,38,0,94
Floyd,NEW ALBANY 46,State Representative,72,R,Edward D (ED) Clere,114,10,90,1,215
Floyd,NEW ALBANY 46,State Representative,72,D,Sam Charbonne Au,60,4,43,0,107
